show_title,rating,image,trailer,description,cast_members
that christmas,6.8,https://m.media-amazon.com/images/M/MV5BZWRkZjQwNDctOWY2Yy00ZTczLTg2ZTMtMDBlYTVhNGE1OGYzXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=SiCTXSwqzkw,"It's an unforgettable Christmas for the townsfolk of Wellington-on-Sea when the worst snowstorm in history alters everyone's plans, including Santa's.","Bill Nighy, Brian Cox, Guz Khan, Jack Wisniewski, Zazie Hayhurst"
brick,7.1,https://m.media-amazon.com/images/M/MV5BMTk4MjQzMzA2N15BMl5BanBnXkFtZTcwMTU2MzIzMQ@@.jpg,https://www.youtube.com/watch?v=awbOgB7yB_Q,A teenage loner pushes his way into the underworld of a high school crime ring to investigate the disappearance of his ex-girlfriend.,"Joseph Gordon-Levitt, Lukas Haas, Emilie de Ravin, Meagan Good, Nora Zehetner"
sirens,6.7,https://m.media-amazon.com/images/M/MV5BNTQ1NzBmOGYtNWVjZC00OWFlLTgwNjMtM2NhM2VjYjdhYzI2XkEyXkFqcGc@.jpg,,Devon is concerned about her sister's unhealthy relationship with her new boss.,
berlin,7.0,https://m.media-amazon.com/images/M/MV5BYjEwNjFmNjMtMGYzNy00MzBiLWJlYjAtMGJjNTEwZGFhMjNlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=XD_MLvGrGCY,"Back to his golden age before the events of ""Money Heist,"" Berlin and a masterful gang gather in Paris to plan one of his most ambitious robberies ever.","Pedro Alonso, Michelle Jenner, Tristán Ulloa, Begoña Vargas, Julio Peña"
ihostage,5.7,https://m.media-amazon.com/images/M/MV5BMGEyNWI4NjctY2NkYS00ZDY0LTkyNTUtOGRhM2UzNWYxOTc2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Dhg-3ME2L6M,"When a gunman enters an Apple Store in the heart of Amsterdam, the police face a delicate challenge to resolve the standoff. Based on true events.",
despicable me 3,6.3,https://m.media-amazon.com/images/M/MV5BNjUyNzQ2MTg3Ml5BMl5BanBnXkFtZTgwNzE4NDM3MTI@.jpg,https://www.youtube.com/watch?v=6DBi41reeF0,"Gru meets his long-lost, charming, cheerful, and more successful twin brother Dru, who wants to team up with him for one last criminal heist.","Steve Carell, Kristen Wiig, Trey Parker, Miranda Cosgrove, Dana Gaier Ellis"
counterattack,7.2,https://m.media-amazon.com/images/M/MV5BYjkzMzQ1ODAtN2I5ZC00NGFkLWIzOWMtMjdkNjAwNTUyOTRjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=B9LQhyBYSeg,Amuro Ray and Char Aznable settle their rivalry once and for all during the Second Neo Zeon War.,
3 body problem,7.5,https://m.media-amazon.com/images/M/MV5BMDdkYWZiZWYtMzA0Yi00NzNlLThkODktY2Q3N2NjN2ExZmMwXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=mogSbMD6EcY,"A fateful decision made in 1960s China reverberates in the present, where a group of scientists partner with a detective to confront an existential planetary threat.",
american murder: gabby petito,7.1,https://m.media-amazon.com/images/M/MV5BOGE3MTcwNjMtNWI5Yi00ZTgzLTk0NGMtOGE5ODAxMzkyYjFhXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Cj6N5aK2qzI,"A young couple's cross-country van journey, documented on social media, ends in tragedy when domestic violence shatters their seemingly perfect life. Their story sparks a nationwide investigation and raises questions about family loyalty.",
dear child,7.3,https://m.media-amazon.com/images/M/MV5BZmM4NTQ4NTAtMDU0Yi00ZWRiLThlMGQtMjU5ODI0ZjhhMWJkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=nOuMvrHdgiE,A mysterious woman's escape from her harrowing captivity points investigators toward the dark truth behind an unsolved disappearance 13 years earlier.,"Kim Riedle, Naila Schuberth, Sammy Schrein, Hans Löw, Haley Louise Jones"
squid game: the challenge,5.9,https://m.media-amazon.com/images/M/MV5BMDA0NDBkMzMtOWQ0Zi00NjE1LTkxNWYtYzI0MTE0NGJjZTQ1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=O61C8zc8Znk,Follows contestants as they compete in challenges based on the Korean children's games featured on the Squid Game to win a $4.56 million cash prize.,
virgin river,7.4,https://m.media-amazon.com/images/M/MV5BM2U4NTFmMjktMDNkYy00MDdmLWEzNzktZDQ0MTAxNmY4ZWQ5XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=DMNjH5MlQXc,"Seeking a fresh start, nurse practitioner Melinda Monroe moves from Los Angeles to a remote Northern California town and is surprised by what and whom she finds there.","Martin Henderson, Benjamin Hollingsworth, Alexandra Breckenridge, Colin Lawrence, Tim Matheson"
the six triple eight,6.7,https://m.media-amazon.com/images/M/MV5BNDdhYTY4ZTEtZTlhZS00ZWI1LWFjYzQtMWRkMjIzN2E5NjBjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=7Thq-SBtukg,"During World War II, 855 women joined the fight to fix the three-year backlog of undelivered mail. Faced with discrimination and a country devastated by war, they managed to sort more than 17 million pieces of mail ahead of time.",
nonnas,6.8,https://m.media-amazon.com/images/M/MV5BODM0M2M4YWQtMzhlNy00NjdkLWFkODktOGNlNTc4OTFiZjZmXkEyXkFqcGc@.jpg,,"After losing his beloved mother, a man risks everything to honor her by opening an Italian restaurant with actual grandmothers as the chefs.","Linda Cardellini, Vince Vaughn, Lorraine Bracco, Joe Manganiello, Drea de Matteo"
missing you,7.6,https://m.media-amazon.com/images/M/MV5BN2QwZTBkZWYtZGI3Mi00NTkyLWFlZGEtZmE5YjU2NWYyMTFhXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=ysjwg-MnZao,"Hoping that self-employment through gig economy can solve their financial woes, a hard-up UK delivery driver and his wife struggling to raise a family end up trapped in the vicious circle of this modern-day form of labour exploitation.",
time cut,5.1,https://m.media-amazon.com/images/M/MV5BOTNjMzM0YzItOTZjMS00YjE4LTgyOGQtMGYzNWQwNTRlZjMxXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=a8F6yN56zB0,High school student accidentally travels back to 2003 and decides to stop the serial killer who murdered her sister.,"Madison Bailey, Michael Shanks, Griffin Gluck, Antonia Gentry, Summer H. Howell"
my secret santa,5.7,https://m.media-amazon.com/images/M/MV5BNDhiZDFhNzItY2FlYS00NTg4LThhOTAtYWIyMzNkNjZmYmQyXkEyXkFqcGc@.jpg,,"Taylor disguises as Santa at a resort to fund her daughter's ski lessons. Working with the charming manager Matthew, she finds holiday cheer and a chance at love amidst challenges.",
the wrong paris,6.1,https://m.media-amazon.com/images/M/MV5BODI5YjkzZTAtYTE1ZC00ZWMxLTk4ODUtOGIwMzg3MzcyZjMyXkEyXkFqcGc@.jpg,,"A woman joins a dating show for an art opportunity, thinking that it's in Paris, France, but it's actually in Paris, Texas. She tries to get eliminated until falling for the bachelor complicates her plans.","Frances Fisher, Miranda Cosgrove, Madison Pettis, Madeleine Arthur, Torrance Coombs"
k.o.,1.7,https://m.media-amazon.com/images/M/MV5BNjdjNDc5ZmEtMjY5NS00MTNmLWE3NmMtMzdhOGYwYzdhM2E4XkEyXkFqcGc@.jpg,,"A look at the 17-25 December 2013 corruption scandal in Turkey, from the viewpoint of the Erdogan government.","Cem Kurtoglu, Hakan Ural, Hazim Körmükçü, Tolga Karel, Günay Musayeva"
black doves,7.2,https://m.media-amazon.com/images/M/MV5BMDQyNzE2NmYtMzExMy00NTBjLWE4ODItNjI1OTNkZWVjNDUyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=1R0d2jW7a-I,"Helen embarks on a passionate affair with a man who has no idea what her secret identity is. Caught in the crosshairs when her lover falls victim to the dangerous London underworld, Helen's employers call in Sam to protect her.",
bird box barcelona,5.3,https://m.media-amazon.com/images/M/MV5BZDkzZWQ1YjctNTUyZi00NmM4LTljNTEtNWFiMzQwM2YzNGZiXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=zdDN_mflfSY,"After an entity of mysterious origin annihilates the world's population causing those who observe it to take their lives, Sebastián and his daughter begin their own great adventure of survival in Barcelona.","Mario Casas, Georgina Campbell, Diego Calva, Naila Schuberth, Alejandra Howard"
the deliverance,5.1,https://m.media-amazon.com/images/M/MV5BNWI2ZWFkNTAtYjA0NS00NzZkLWE1NzMtNGRkMmY2MzEwZWRkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=PDcDagDcwPA,"An Indiana family discovers strange, demonic occurrences that convince them and their community that the house is a portal to hell.",
kinda pregnant,4.9,https://m.media-amazon.com/images/M/MV5BYzA3Mjc0NTEtMjYyMS00OWNmLTg3MmYtN2E3MDNkMWQ4NjI0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=OAj2VFETzoM,"When Lainy's plan to settle down and start a family falls apart, she puts on a fake baby bump, tells a lie and accidentally falls for her dream guy.","Will Forte, Joel David Moore, Damon Wayans Jr., Brianne Howey, Alex Moffat"
you are so not invited to my bat mitzvah,5.9,https://m.media-amazon.com/images/M/MV5BZmU0NjhkYzctZDBhNi00NzFjLWFkMjAtZGY0MmM3YzU3ZTgyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=LXciH__hbTw,"Stacy and Lydia are BFFs who've always dreamed about having epic Bat Mitzvahs. However, things start to go comically awry when a popular boy and middle school drama threatens their friendship and their rite of passage.",
who is erin carter?,6.5,https://m.media-amazon.com/images/M/MV5BZjU4ZDJlZjQtODAwNi00ZDlkLThlODEtMDA1ZmJkZGNiNmM0XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=gds0zp5-oh0,"Erin Carter, a British teacher in Spain, finds herself caught up in a supermarket robbery. When one of the robbers claims to recognize her, her life threatens to unravel.","Evin Ahmad, Sean Teale, Denise Gough, Indica Watson, Charlotte Vega"
troll 2,3.0,https://m.media-amazon.com/images/M/MV5BYzJkY2E0ZjEtYjQ4Yy00MmI3LWFhMGItZjllNmJhM2Y5NTBkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=9KCct4RwLNM,"A vacationing family discovers that the entire town they're visiting is inhabited by goblins, disguised as humans, who plan to eat them.",
the secret life of pets 2,6.4,https://m.media-amazon.com/images/M/MV5BN2VhMDVjNWUtZGQyMC00Mjg4LWEyMDgtZjg5ZjQ5MDk2NGFlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=mYocfuqu2A8,"Continuing the story of Max and his pet friends, following their secret lives after their owners leave them for work or school each day.","Patton Oswalt, Kevin Hart, Harrison Ford, Eric Stonestreet, Jenny Slate"
woody woodpecker goes to camp,4.5,https://m.media-amazon.com/images/M/MV5BMDg5YjAzNDAtOGJlOC00NmQ4LTkwY2EtOTg5OWJkOGJiY2NhXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=ZYjbfLQDYvg,"Woody Woodpecker must find a new home after being kicked out of the forest. At Camp Woo Hoo, he thinks he's found a forever home, but there's an inspector on the loose who wants to shut down the camp.","Mary-Louise Parker, Josh Lawson, Chloe De Los Santos, Kershawn Theodore, Savannah La Rain"
sex education,8.2,https://m.media-amazon.com/images/M/MV5BOTE0MjQ1NDU3OV5BMl5BanBnXkFtZTgwNTI4MTgwNzM@.jpg,https://www.youtube.com/watch?v=Hd2ldTR-WpI,A teenage boy with a sex-therapist mother teams up with a high-school classmate to set up an underground sex-therapy clinic at school.,
american nightmare,7.5,https://m.media-amazon.com/images/M/MV5BYzZmZGU4YjYtZjE5Ni00MDZjLTllN2MtNjhhMDkxMDRiNWFlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Yonx7CyoK3k,"After a harrowing home invasion and kidnapping in 2015, a couple is accused of staging the ordeal when the woman reappears in this true-crime docuseries.",Terry Myers
fall for me,4.8,https://m.media-amazon.com/images/M/MV5BODUyOTc1ZDYtNjc5Ny00MzRkLTg5MDQtYTU3ZjM1MTExY2Y4XkEyXkFqcGc@.jpg,,"Lilli visits her sister Valeria, surprised to learn she's engaged to a Frenchman, Manu. She spontaneously meets nightclub manager Tom, sparking an instant connection. A dark secret lurks behind the island's events.",
champagne problems,6.0,https://m.media-amazon.com/images/M/MV5BYmZiMTZlMzktOGMxYi00MGJhLWI4YTUtYTAwNTU5Y2UyMGNlXkEyXkFqcGc@.jpg,,"An executive travels to France to secure the acquisition of a renowned champagne brand before Christmas, but her plans are upended when she falls into a whirlwind romance with a charming Parisian - only to discover he's the founder's son.","Minka Kelly, Flula Borg"
outer banks,7.5,https://m.media-amazon.com/images/M/MV5BY2FmYmJiYTQtYmJhZC00ZTIxLTk3OTAtNzc3NDk0NGMxYTdmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=pfY3j-3uQhk,"On an island of haves and have-nots, teen John B enlists his three best friends to hunt for a legendary treasure linked to his father's disappearance.",
the tearsmith,5.2,https://m.media-amazon.com/images/M/MV5BMDAxYzI3ZWYtYzgyOC00OGViLWE5MDItNGM2OTk4ZmZlNTk3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=qEh_90RnlD8,Sometimes our greatest fear is accepting that someone can honestly love us for who we are. Nica and Rigel are ready to find it out together.,"Simone Baldasseroni, Caterina Ferioli, Sabrina Paravicini, Alessandro Bedetti, Roberta Rovelli"
la dolce villa,6.0,https://m.media-amazon.com/images/M/MV5BNjJmM2VjODktY2UwMC00N2FiLThmOWEtOGFhZmM2MjI0MGVjXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=zBFSEbZNvhc,"A successful businessman travels to Italy to stop his daughter from spending all her money to restore an old villa, but Italy has other romantic plans.",
love at first sight,6.8,https://m.media-amazon.com/images/M/MV5BOTY0M2EyNGUtYmZiYi00MTVlLThkMWMtMjNkZjg5Nzg2NjRmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=j0kro6SuwxM,A 20 year old girl misses her flight at JFK Airport and meets a young British guy who may turn out to be her true love.,"Haley Lu Richardson, Ben Hardy, Rob Delaney, Katrina Nare, Jameela Jamil"
colors of evil: red,6.4,https://m.media-amazon.com/images/M/MV5BZWQ0OTAzMjMtNTJkYS00ODUwLTg5NGYtYTUwOWMzZjU1NThlXkEyXkFqcGc@.jpg,,"When a girl's body is found on a beach in Poland's Tricity, a prosecutor teams up with the victim's mother on an impassioned quest for the truth.",
unknown number: the high school catfish,6.7,https://m.media-amazon.com/images/M/MV5BODQ3MTdhNTQtODk3ZC00MTNmLWEwZjEtYmFkNWM2NTI3N2IyXkEyXkFqcGc@.jpg,,A teen girl and her boyfriend face persistent harassment from an unknown caller. Police investigating the months of torment discover a revelation that upends their initial assumptions.,"Matt Callahan, Zoey Domino"
the platform 2,4.9,https://m.media-amazon.com/images/M/MV5BNzI4YjkyODctMGJmNC00YjBjLTllNjAtNDkxNTJmZjg4MGZkXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=UKFMYWNatQM,"A thrilling physical journey that allows an approach to the darkness, where it is scary to look. It appeals to the viewer's civil responsibility and forces them to face the limits of their own solidarity.",
sean combs: the reckoning,7.4,https://m.media-amazon.com/images/M/MV5BYWUzNGQ0MDItNmJkMy00NWRlLWFmYzktZTM5YTZkY2JlMGE2XkEyXkFqcGc@.jpg,,"A revealing look at Sean Combs' journey from music mogul to controversial figure, featuring footage and insider accounts that expose both his groundbreaking success with Bad Boy Entertainment and the troubling shadows behind his empire.","50 Cent, Sean 'Diddy' Combs"
a widow's game,6.2,https://m.media-amazon.com/images/M/MV5BNDAxYTVmMTYtOGYzYi00YjFkLTkyMGEtMzc0MTUzZmY3YzFjXkEyXkFqcGc@.jpg,,A murder mystery about a young widow who is the prime suspect in her husband's stabbing death.,"Ivana Baquero, Tristán Ulloa, Carmen Machi, Pepe Ocio, Marta Belenguer"
bad influence,6.3,https://m.media-amazon.com/images/M/MV5BZGViYTNjMTktMTQ3OS00NWNkLTk2Y2MtMGQ4M2JjZTUwOGRlXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=tCUzYCUouMA,A soft and hesitant young man is in danger when he tries to break toxic relationships with a mysterious stranger claiming to be his friend.,
the crown,8.6,https://m.media-amazon.com/images/M/MV5BODcyODZlZDMtZGE0Ni00NjBhLWJlYTAtZDdlNWY3MzkwMGVhXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=JWtnJjn6ng0,Follows the political rivalries and romances of Queen Elizabeth II's reign and the events that shaped Britain for the second half of the 20th century.,"Claire Foy, Olivia Colman, Imelda Staunton, Matt Smith, Tobias Menzies"
caramelo,7.1,https://m.media-amazon.com/images/M/MV5BNTRlMzI4MDItZDJiNS00YmNmLWE1MmQtNjZjYTVhNDdmYjQ1XkEyXkFqcGc@.jpg,,"After a life-changing diagnosis, a promising chef finds hope and humor with the help of a fur-midable dog friend.",
code 8 part ii,5.7,https://m.media-amazon.com/images/M/MV5BM2M3N2JhNmQtMjc0OS00OGM1LWJjYjYtZmRhODBmYzM0N2M1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=omBi2KxEcRk,Follows a girl fighting to get justice for her brother who was slain by corrupt police officers. She enlists the help of an ex-con and his former partner to face off against a highly regarded and well-protected police sergeant.,"Robbie Amell, Stephen Amell, Alex Mallari Jr., Sirena Gulamgaus, Aaron Abrams"
what jennifer did,6.1,https://m.media-amazon.com/images/M/MV5BZjU0NDViOWItNGZkMy00ZWY3LTkyNTQtNzgwOTY2MzMwNzU1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=M-ppnYEAqSE,"When Jennifer Pan calls 911 to report that her parents have been shot, she becomes the primary focus of a captivating criminal case.",
mea culpa,8.0,https://m.media-amazon.com/images/M/MV5BNTExYWU2YzUtYTg1Yy00NzY1LTk2NGMtMTczNjI2ZTQwZTY1XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=OSstCtWl54w,"Alex Gibney explores the charged issue of pedophilia in the Catholic Church, following a trail from the first known protest against clerical sexual abuse in the United States and all the way to the Vatican.",
badland hunters,6.0,https://m.media-amazon.com/images/M/MV5BZDljZjg4OWYtYzVkYi00ZTVjLWI2YzYtMzc0YjQyOWVlMjYxXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=7u3zBVAxx_w,"When an earthquake turns Seoul into a lawless badland, a fearless huntsman goes on to rescue a teenager from a mad doctor who held the teenager captive in a camp full of dangerous cultists.",
beckham,6.7,https://m.media-amazon.com/images/M/MV5BMTIyOTI2MTM5N15BMl5BanBnXkFtZTYwNDc2NTQ3.jpg,https://www.youtube.com/watch?v=oQb8ShgVjJA,"Jess Bhamra dreams of playing professional football, but her Sikh parents have plans for her: a law degree and a marriage. Jules, a white female striker, spots Jess playing football and invites her to join the local women's team.","Parminder Nagra, Keira Knightley, Jonathan Rhys Meyers, Anupam Kher, Archie Panjabi"
locked in,5.1,https://m.media-amazon.com/images/M/MV5BMDhkYjUxNGMtZTk5Yy00MTZlLThlZTAtYjc5OGE5MTk1OGI4XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=y6a3yXfMEJg,"A kindly nurse tries to unlock the secrets of a coma patient's injury - and discovers the bitter rivalry, infidelity, betrayal and murder behind them.",
pain hustlers,6.6,https://m.media-amazon.com/images/M/MV5BZTc2ZTlkYWQtZmU2ZC00ZTFjLWFmOTAtMmRlZDYwMGVkYjhmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=HbPeXsdamT4,"Liza dreams of a better life for herself and her daughter. Hired to work for a bankrupt pharmaceutical company, Liza skyrockets with sales and into the high life, putting her in the middle of a federal criminal conspiracy.","Emily Blunt, Chris Evans, Catherine O'Hara, Chloe Coleman, Andy Garcia"
run away,6.9,https://m.media-amazon.com/images/M/MV5BNjEzOTlhYzItODhhYy00MGMzLWFkODAtYWI0NGEzMDdjZTAyXkEyXkFqcGc@.jpg,,"Simon's perfect life is shattered when daughter Paige runs away, later found strung out in a park. Simon's search leads into a dangerous underworld where an act of violence rocks his life.","Mark Bazeley, Luca Slade, Chris Cutler, Minnie Driver, Alfred Enoch"
in your dreams,6.5,https://m.media-amazon.com/images/M/MV5BMmFjOGIwMDUtMjEyYi00MzE0LWEwMmMtMjYyMGUzM2RkMjlhXkEyXkFqcGc@.jpg,,Stevie and her little brother Elliot journey into the wildly absurd landscape of their own dreams to ask the Sandman to grant them the perfect family.,
love is blind,6.2,https://m.media-amazon.com/images/M/MV5BMjNlNTVmM2ItMjRkYy00MjUwLTlmNzYtY2M0NWEzNmFlZjMyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=s2eBAFt3L_0,"Singles who want to be loved for who they are, rather than what they look like, have signed up for a less-conventional approach to modern dating.",
the wages of fear,8.1,https://m.media-amazon.com/images/M/MV5BMDdhOGMwODQtZGM2MS00NGQxLWEyZDMtOTkzMjFjYjI3ZmM2XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=ZYDZ3vNa-MQ,"In a decrepit South American village, four men are hired to transport an urgent nitroglycerine shipment without the equipment that would make it safe.",
"bon appétit, your majesty",8.0,https://m.media-amazon.com/images/M/MV5BMjUyNDg4YzAtY2Q2Yi00NWMxLThlZmQtOGUxNjE4Y2QwZjRiXkEyXkFqcGc@.jpg,,"French chef Yeon Ji Yeong wins a top competition but mysteriously lands in Joseon Dynasty, where she must cook fusion royal cuisine for a tyrannical king with an extremely sensitive palate.","Im Yoon-ah, Lee Chae-Min, Kang Han-na, Choi Gwi-hwa, Seo Yi-Sook"
wingwomen,5.7,https://m.media-amazon.com/images/M/MV5BZTIzMDI0OTQtYmUwZS00MjNhLTliNTItODIwZGRmYTI1ZGMyXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=Au9Uz4_H6zA,"Tired of the risks involved in a life of crime, two expert thieves and best friends recruit feisty Sam to assist them with one last job before they move to a new, and less stressful, line of work.",
find me falling,6.3,https://m.media-amazon.com/images/M/MV5BOTllNzJmYjctNWMzZi00Yzc2LWE5MTMtNDBhNWU1NDdmMDFhXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=56DuFZX9cuE,"After a failed comeback album, rock star John Allman escapes to a dreamy Mediterranean island, only to discover that his new cliffside home has an unfortunate notoriety that attracts unwanted visitors and an old flame.","Harry Connick Jr., Agni Scott, Ali Fumiko Whitney, Tony Demetriou, Angeliki Filipidou"
the madness,6.9,https://m.media-amazon.com/images/M/MV5BN2YxZGRjMzYtZjE1ZC00MDI0LThjZmQtZTZmMzVmMmQ2NzBmXkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=aWzlQ2N6qqg,"Doctor Strange teams up with a mysterious teenage girl who can travel across multiverses, to battle other-universe versions of himself which threaten to wipe out the multiverse. They seek help from the Scarlet Witch, Wong and others.",
family pack,5.5,https://m.media-amazon.com/images/M/MV5BNjBjODdjMjAtYmY3Mi00ODdkLTlkODctMzFiNWIxOWRjMzc3XkEyXkFqcGc@.jpg,https://www.youtube.com/watch?v=bqd702kNnRk,"When night falls, and the players have their eyes closed, werewolves make victims among the villagers.","Franck Dubosc, Suzanne Clément, Jean Reno, Jonathan Lambert, Grégory Fitoussi"
